% Model,FULLCELL_NFM_charge_1C_mesh_fine.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 24 2026, 15:01"
% Dimension,3
% Nodes,46054
% Expressions,1
% Description,"因变量 cPos, 因变量 cNeg"
% Length unit,m
% X,Y,Z,solid.mises (Pa) @ t=1906.7
1.1199393523578967E-6,0,5.079701488959892E-6,NaN
2.150384934963449E-6,5.440508042153112E-7,4.884929108451642E-6,NaN
9.045276325496448E-7,7.3576456844956E-6,1.071021964591496E-6,NaN
6.178289074345917E-7,7.344160482552178E-6,1.519536656070776E-6,NaN
1.1097590292619956E-6,7.93951806018975E-6,1.3181165860587914E-6,NaN
0,8.121519710508738E-6,8.825205960810216E-7,NaN
9.045276325496448E-7,7.3576456844956E-6,1.071021964591496E-6,NaN
1.1097590292619956E-6,7.93951806018975E-6,1.3181165860587914E-6,NaN
8.779857650296196E-7,8.12412215547945E-6,0,NaN
0,8.121519710508738E-6,8.825205960810216E-7,NaN
9.045276325496448E-7,7.3576456844956E-6,1.071021964591496E-6,NaN
1.585514818318533E-6,7.414485181681468E-6,6.165647572962372E-7,NaN
8.779857650296196E-7,8.12412215547945E-6,0,NaN
1.1097590292619956E-6,7.93951806018975E-6,1.3181165860587914E-6,NaN
0,7.091466500065856E-6,1.935636538986996E-6,NaN
3.95999999999999E-7,6.804E-6,2.1960000000000002E-6,NaN
6.178289074345917E-7,7.344160482552178E-6,1.519536656070776E-6,NaN
6.165647572967465E-7,7.667356423562668E-6,2.1960000000000002E-6,NaN
6.165647572967465E-7,7.667356423562668E-6,2.1960000000000002E-6,NaN
0,7.90077493477513E-6,1.9643182362083985E-6,NaN
6.178289074345917E-7,7.344160482552178E-6,1.519536656070776E-6,NaN
0,7.091466500065856E-6,1.935636538986996E-6,NaN
5.548795146309991E-7,8.469759030094873E-6,1.3212941002514334E-6,NaN
1.1097590292619956E-6,7.93951806018975E-6,1.3181165860587914E-6,NaN
6.178289074345917E-7,7.344160482552178E-6,1.519536656070776E-6,NaN
0,8.121519710508738E-6,8.825205960810216E-7,NaN
6.165647572967465E-7,7.667356423562668E-6,2.1960000000000002E-6,NaN
0,7.90077493477513E-6,1.9643182362083985E-6,NaN
5.548795146309991E-7,8.469759030094873E-6,1.3212941002514334E-6,NaN
6.178289074345917E-7,7.344160482552178E-6,1.519536656070776E-6,NaN
1.1097590292619956E-6,7.93951806018975E-6,1.3181165860587914E-6,NaN
6.178289074345917E-7,7.344160482552178E-6,1.519536656070776E-6,NaN
6.165647572967465E-7,7.667356423562668E-6,2.1960000000000002E-6,NaN
5.548795146309991E-7,8.469759030094873E-6,1.3212941002514334E-6,NaN
3.95999999999999E-7,6.804E-6,2.1960000000000002E-6,NaN
